,Estudo,Renda,UF,SEXO,COR,Idade,Altura
72765,1,3000,GO,F,PAR,50,1.720525963
72766,8,1500,GO,F,BRA,53,1.752202591
72767,9,500,GO,F,BRA,47,1.576005132
72768,12,350,GO,M,PAR,59,1.743673894
72769,8,830,GO,F,BRA,40,0.165637211
72770,12,1000,GO,M,BRA,31,1.568672914
72771,7,788,GO,F,PAR,37,1.515990269
72772,16,2000,GO,M,PAR,54,1.806089349
72773,9,2500,GO,M,PAR,35,1.604562446
72774,13,1000,GO,M,BRA,23,1.545735821
72775,6,788,GO,M,PRE,41,1.807084258
72776,5,400,GO,M,PAR,59,1.467427145
72777,12,1000,GO,M,PRE,32,0.174947492
72778,5,150,GO,F,PAR,51,1.768940919
72779,9,250,GO,F,PAR,53,1.603707374
72780,8,1000,GO,M,BRA,32,1.822326996
72781,7,2400,GO,M,PAR,38,1.698034103
72782,9,2000,GO,M,BRA,51,1.687544716
72783,10,2500,GO,M,BRA,22,1.757592704
72784,10,2000,GO,M,PAR,36,1.613888878
72785,12,1600,GO,M,PAR,41,1.746802503
72786,14,800,GO,F,PAR,38,1.660235816
72787,13,2000,GO,M,PRE,36,1.723609816
72788,12,4000,GO,M,BRA,43,1.811274523
72789,9,1200,GO,M,BRA,34,1.762996508
72790,12,2000,GO,M,BRA,41,1.622920808
72791,12,2000,GO,M,BRA,38,1.929792407
72792,16,800,GO,F,PRE,30,1.771903099
72793,12,1500,GO,M,PAR,31,1.671417627
72794,9,1400,GO,M,BRA,45,0.181037959
72795,6,1500,GO,M,BRA,38,1.705730134
72796,5,1150,GO,M,PRE,49,1.697333174
72797,12,788,GO,M,PAR,57,1.747832935
72798,9,1200,GO,M,PRE,40,1.709960784
72799,9,1578,GO,M,BRA,44,1.666044531
72800,9,1200,GO,M,BRA,32,1.630898836
72801,5,560,GO,F,PAR,59,1.608373047
72802,12,788,GO,M,BRA,69,1.658223814
72803,9,788,GO,F,PAR,58,1.798014784
72804,12,3000,GO,M,AME,30,1.744849134
72805,12,6200,GO,M,BRA,53,1.583490008
72806,5,3000,GO,M,PAR,47,1.623992899
72807,8,2800,GO,M,PAR,43,1.717996393
72808,10,500,GO,M,PAR,52,1.600480484
72809,5,600,GO,F,PRE,80,1.681945533
72810,10,2000,GO,M,PAR,34,1.744852784
72811,6,836,GO,M,BRA,35,1.754345314
72812,6,1000,GO,F,BRA,62,1.675180716
72813,4,4000,GO,M,PRE,59,1.596909889
72814,11,1800,GO,M,PAR,63,1.778408719
72815,16,800,GO,M,BRA,53,1.610530256
72816,6,500,GO,F,PRE,46,1.606344624
72817,5,1000,GO,M,PRE,55,0.165181966
72818,16,3500,GO,M,BRA,30,1.686201066
72819,9,1800,GO,M,BRA,40,1.708946195
72820,4,2000,GO,M,PAR,62,1.796065308
72821,11,1500,GO,M,BRA,31,1.649183427
72822,12,2000,GO,F,BRA,28,1.654329028
72823,16,3500,GO,M,AME,27,1.739981869
72824,11,3500,GO,M,PAR,52,1.765618819
72825,12,1000,GO,F,PAR,53,1.681720801
72826,16,7500,GO,M,PAR,35,1.660219296
72827,12,2500,GO,M,PAR,46,1.695406183
72828,13,1800,GO,F,BRA,37,1.733264653
72829,16,3600,GO,M,BRA,30,1.577855222
72830,16,2600,GO,M,BRA,35,1.674259575
72831,12,2000,GO,M,PAR,45,1.869031876
72832,13,1600,GO,F,PAR,32,1.693936032
72833,16,3500,GO,M,BRA,37,1.654384027
72834,7,1100,GO,F,BRA,62,1.723688595
72835,10,2000,GO,M,PAR,43,1.650461073
72836,14,1200,GO,M,BRA,35,1.590483063
72837,1,1300,GO,M,BRA,62,1.791350174
72838,12,1600,GO,M,BRA,52,1.725269558
72839,12,1200,GO,M,PAR,53,1.703753704
72840,8,2000,GO,M,BRA,34,1.672099255
72841,12,0,GO,F,BRA,58,1.844317355
72842,5,3000,GO,M,BRA,58,1.722798248
72843,9,1700,GO,M,PAR,40,1.648284825
72844,11,2500,GO,M,PAR,43,1.634390743
72845,5,3000,GO,M,BRA,53,1.745824753
72846,11,1200,GO,F,PAR,33,1.686807123
72847,12,3000,GO,M,PAR,47,1.698459642
72848,9,2000,GO,M,BRA,66,1.683989723
72849,12,4000,GO,M,PAR,37,1.684660767
72850,12,2300,GO,M,PAR,39,1.643864636
72851,9,800,GO,F,PAR,55,1.930866334
72852,1,300,GO,F,BRA,36,1.581258582
72853,9,1950,GO,M,PRE,49,1.661269289
72854,11,3000,GO,M,BRA,52,1.570648491
72855,16,1200,GO,M,PRE,25,1.525784331
72856,12,788,GO,F,BRA,49,1.737604503
72857,6,1200,GO,M,PRE,33,1.684023126
72858,9,3000,GO,M,PRE,50,1.715922921
72859,8,788,GO,F,PAR,42,1.670566595
72860,12,3000,GO,M,PAR,49,1.790737112
72861,9,2800,GO,M,PRE,51,1.753658064
72862,16,1200,GO,M,BRA,32,1.605814217
72863,5,2300,GO,M,BRA,68,1.702652943
72864,12,2000,GO,M,PAR,60,1.669258801
72865,5,1400,GO,M,PAR,58,1.751398508
72866,1,1000,GO,M,PRE,54,1.767894553
72867,12,1550,GO,M,PAR,47,1.784140162
72868,12,2000,GO,M,BRA,30,1.888065127
72869,12,2390,GO,M,BRA,28,0.168639317
72870,13,2000,GO,F,PAR,38,1.773195789
72871,15,850,GO,F,PAR,24,0.156635414
72872,9,900,GO,M,PAR,55,1.656807285
72873,13,1490,GO,F,PAR,50,1.758919361
72874,13,1890,GO,F,PAR,41,1.783064235
72875,13,2000,GO,M,BRA,45,1.645435403
72876,13,2100,GO,M,BRA,35,1.520710095
72877,16,2115,GO,M,PAR,29,1.638522262
72878,16,1500,GO,F,BRA,29,1.756028501
72879,12,1500,GO,M,PRE,53,1.729942757
72880,9,3500,GO,M,PRE,39,1.832478803
72881,4,2800,GO,M,PRE,45,1.688601138
72882,9,1200,GO,F,PRE,39,1.586638085
72883,8,1600,GO,M,PAR,47,1.710551461
72884,16,4000,GO,M,PAR,44,1.682229112
72885,16,3500,GO,F,PAR,38,1.505553638
72886,11,1200,GO,M,BRA,21,1.749034057
72887,16,2000,GO,F,BRA,34,0.154664336
72888,6,1700,GO,M,PAR,21,1.740611412
72889,16,1100,GO,M,PAR,23,1.655971473
72890,11,900,GO,M,BRA,16,1.610315344
72891,10,1500,GO,M,BRA,29,1.697941603
72892,1,1000,GO,M,PAR,44,1.685078399
72893,16,4000,GO,M,BRA,36,1.609766635
72894,12,3000,GO,M,BRA,49,1.620473617
72895,12,2000,GO,M,BRA,43,1.574870914
72896,4,788,GO,M,PAR,65,1.704905036
72897,8,750,GO,M,BRA,24,1.710539897
72898,16,1800,GO,M,PAR,32,1.618585077
72899,12,1200,GO,M,PAR,29,1.579554627
72900,5,1000,GO,M,PAR,28,1.746172198
72901,11,800,GO,M,PRE,30,1.807080556
72902,12,3000,GO,M,AME,55,0.156931051
72903,7,3500,GO,M,BRA,59,1.625028539
72904,8,788,GO,F,PAR,51,1.615861723
72905,11,788,GO,F,BRA,34,1.811203415
72906,1,1800,GO,M,PAR,53,1.814636261
72907,12,1577,GO,M,BRA,33,1.684980193
72908,12,2600,GO,M,PAR,35,1.657152377
72909,8,1250,GO,M,BRA,33,1.524317722
72910,13,1500,GO,M,PAR,23,1.678073257
72911,10,1500,GO,M,PAR,43,1.707542668
72912,16,5000,GO,F,PRE,42,0.158776196
72913,12,2159,GO,M,BRA,36,1.733030874
72914,6,1200,GO,M,PRE,34,1.695031506
72915,7,1500,GO,M,BRA,40,1.706520543
72916,11,3000,GO,M,PAR,42,1.585067425
72917,9,3000,GO,M,BRA,47,1.598643128
72918,12,1800,GO,M,PAR,32,1.694317503
72919,9,1000,GO,M,PRE,47,1.764233796
72920,12,1200,GO,M,BRA,32,1.686051762
72921,12,1500,GO,M,BRA,39,0.172214862
72922,12,3000,GO,M,BRA,35,1.707265868
72923,10,1600,GO,F,PAR,39,1.603774017
72924,5,3000,GO,M,PAR,65,1.722230139
72925,12,2000,GO,M,PAR,42,1.762501439
72926,12,1800,GO,M,PAR,39,1.669297579
72927,5,2000,GO,M,PAR,51,1.768359682
72928,10,1000,GO,F,PAR,25,1.750619726
72929,15,2000,GO,F,PAR,33,1.667694972
72930,9,1600,GO,M,PAR,45,0.165389437
72931,15,1100,GO,F,PAR,46,0.170773363
72932,12,1500,GO,M,PRE,33,1.674603613
72933,12,2500,GO,M,BRA,37,1.698774655
72934,11,788,GO,M,PAR,31,0.179408898
72935,5,788,GO,F,PAR,59,1.749046362
72936,12,900,GO,M,BRA,44,1.656296338
72937,12,2000,GO,F,BRA,32,1.717130656
72938,8,2500,GO,F,BRA,44,1.598723227
72939,13,3600,GO,M,PAR,36,1.759851677
72940,6,850,GO,M,BRA,64,1.701064293
72941,12,2500,GO,M,BRA,33,1.679622393
72942,9,1800,GO,M,PAR,35,1.819180173
72943,5,1200,GO,M,PAR,43,1.721076119
72944,12,4500,GO,M,PAR,33,0.175067501
72945,12,1545,GO,M,BRA,43,1.755582365
72946,1,500,GO,F,BRA,63,0.168839882
72947,9,900,GO,M,PAR,50,1.658922599
72948,12,3500,GO,M,BRA,28,1.684631875
72949,5,1400,GO,M,PAR,34,1.672269867
72950,6,1500,GO,M,PAR,56,1.632068587
72951,11,1350,GO,F,BRA,42,0.176661802
72952,1,640,GO,F,PAR,47,1.610184284
72953,12,8000,GO,M,BRA,49,1.627739012
72954,12,3000,GO,M,BRA,48,0.171681483
72955,9,1200,GO,M,PAR,26,1.577467915
72956,9,1800,GO,M,PAR,46,1.715270909
72957,11,1000,GO,M,PAR,26,1.743686813
72958,9,1100,GO,F,PAR,47,1.788723922
72959,2,1250,GO,M,PAR,37,0.016490992
72960,9,1400,GO,M,PAR,38,1.637650448
72961,4,400,GO,F,PRE,49,1.731836213
72962,12,1200,GO,M,PAR,35,1.670403418
72963,4,1500,GO,F,PAR,32,1.740274485
72964,10,788,GO,F,BRA,29,1.708846147
72965,7,788,GO,F,PAR,43,1.635106547
72966,9,300,GO,F,BRA,42,1.678978082
72967,16,2000,GO,M,PAR,36,1.717667444
72968,8,788,GO,M,PAR,46,1.752239566
72969,6,1000,GO,F,PAR,24,1.739395317
72970,12,2000,GO,M,PAR,25,1.683992602
72971,5,950,GO,M,PAR,51,0.173991481
72972,16,3000,GO,F,PAR,44,1.695305606
72973,11,1020,GO,F,PRE,27,1.695407158
72974,7,1200,GO,F,BRA,43,1.718073832
72975,9,1200,GO,M,PAR,27,1.763500648
72976,7,788,GO,M,PAR,25,1.702405982
72977,16,1800,GO,M,PAR,55,1.753933216
72978,9,1000,GO,F,PAR,38,1.767789969
72979,5,1000,GO,F,BRA,51,1.750029591
72980,1,1200,GO,M,BRA,51,1.698728988
72981,9,1570,GO,F,BRA,62,0.015706889
72982,6,2500,GO,M,PAR,32,1.831799244
72983,5,2200,GO,M,PAR,65,1.645663664
72984,1,0,GO,M,BRA,72,1.815870722
72985,1,1800,GO,M,BRA,60,1.503842666
72986,1,1500,GO,M,BRA,64,0.174301681
72987,5,1200,GO,M,PAR,39,1.818355957
72988,9,1400,GO,M,BRA,36,1.624703213
72989,13,1500,GO,M,PAR,30,1.706982814
72990,1,900,GO,F,BRA,68,1.712786452
72991,13,2500,GO,M,BRA,50,0.167877545
72992,4,1500,GO,M,BRA,46,1.782359002
72993,1,800,GO,M,PAR,48,1.799398703
72994,13,1000,GO,M,BRA,43,1.730185462
72995,9,4500,GO,M,PRE,32,1.602041675
72996,8,900,GO,M,BRA,37,1.714469987
72997,9,2000,GO,M,PAR,64,1.651628425
72998,1,1200,GO,M,BRA,60,1.861733127
72999,13,1600,GO,M,PAR,39,1.723844803
73000,9,1800,GO,M,PAR,51,1.494322787
73001,13,1200,GO,M,BRA,27,1.653151333
73002,13,2200,GO,M,BRA,56,1.751731815
73003,13,1700,GO,M,PAR,39,1.673091947
73004,16,5200,GO,M,BRA,32,1.830167218
73005,13,1800,GO,M,PAR,27,1.724184807
73006,14,1985,GO,M,BRA,36,1.652239686
73007,16,3200,GO,M,PAR,30,1.767441922
73008,16,1850,GO,M,BRA,26,0.158990944
73009,14,1600,GO,M,PAR,24,1.823402517
73010,13,1580,GO,F,BRA,45,1.499740159
73011,9,850,GO,F,PAR,55,1.937343536
73012,13,1900,GO,M,BRA,34,1.705090398
73013,6,800,GO,F,PRE,48,1.693363847
73014,5,2000,GO,M,PAR,53,1.729259146
73015,13,900,GO,M,PAR,22,1.700705201
73016,12,3000,GO,M,PAR,30,1.848553345
73017,8,2500,GO,M,PAR,38,1.742829165
73018,3,2000,GO,M,PRE,51,1.668484529
73019,10,1150,GO,M,PRE,24,1.780590116
73020,5,1800,GO,M,BRA,50,0.166743085
73021,13,1200,GO,M,PAR,62,1.768145784
73022,9,800,GO,M,PAR,44,1.650073933
73023,10,700,GO,F,BRA,40,1.682213807
73024,12,3000,GO,M,PAR,38,0.160692964
73025,12,788,GO,M,PAR,42,1.778911987
73026,12,5000,GO,F,BRA,47,1.636433292
73027,12,1300,GO,F,BRA,25,1.695690743
73028,4,450,GO,F,BRA,56,1.696322481
73029,9,600,GO,F,BRA,60,1.516019442
73030,9,1600,GO,M,PAR,55,1.726466115
73031,9,1400,GO,M,PRE,45,1.629906657
73032,3,900,GO,M,PAR,58,1.625400101
73033,12,2500,GO,M,PAR,47,1.631019149
73034,16,1200,GO,F,PAR,63,0.015327637
73035,12,4000,GO,M,PAR,57,1.878351765
73036,5,1400,GO,M,PAR,52,1.701455674
73037,8,1080,GO,M,PAR,26,1.777711395
73038,11,1200,GO,M,PRE,61,1.581863662
73039,16,6000,GO,M,BRA,46,1.808019134
73040,12,1500,GO,F,PAR,41,1.583891239
73041,16,3500,GO,M,BRA,34,1.680184263
73042,1,1000,GO,F,BRA,61,1.830880739
73043,12,2000,GO,M,BRA,33,1.686272192
73044,12,789,GO,F,PAR,49,1.843902792
73045,1,854,GO,M,PAR,51,1.688150121
73046,8,788,GO,F,BRA,41,1.791923416
73047,6,5000,GO,M,PAR,55,1.527188669
73048,12,800,GO,F,BRA,49,1.827909918
73049,5,500,GO,F,PAR,50,1.607303971
73050,13,1200,GO,F,PAR,43,1.799263283
73051,1,750,GO,M,PAR,57,1.498082776
73052,16,1100,GO,M,BRA,45,1.794152689
73053,12,3000,GO,M,BRA,51,1.699590832
73054,13,3300,GO,M,BRA,40,1.653749095
73055,13,1500,GO,M,PAR,40,1.690448071
73056,13,2500,GO,F,PAR,25,1.712649373
73057,13,1200,GO,F,PRE,35,1.725875833
73058,16,3000,GO,M,BRA,33,1.738277281
73059,13,1100,GO,F,PAR,40,1.639552842
73060,5,1576,GO,M,PRE,51,1.592381893
73061,1,1000,GO,M,PRE,45,1.654977253
73062,11,800,GO,F,BRA,48,1.806766495
73063,12,1200,GO,M,PRE,36,1.791733953
73064,11,3000,GO,M,BRA,51,1.852074957
73065,9,1500,GO,M,BRA,37,1.811143972
73066,8,1000,GO,M,PRE,56,1.772029046
73067,6,1500,GO,M,PRE,46,1.766892728
73068,13,1500,GO,M,BRA,32,1.689993734
73069,9,1200,GO,M,PAR,36,1.529579255
73070,9,1000,GO,M,BRA,22,0.019262125
73071,8,1400,GO,M,BRA,39,1.752379142
73072,3,950,GO,M,PAR,61,1.582306761
73073,9,1500,GO,F,BRA,36,0.165915572
73074,5,1000,GO,M,PAR,43,1.651262302
73075,13,1300,GO,M,PAR,30,1.772476553
73076,16,1200,GO,M,BRA,43,1.643202965
73077,9,788,GO,M,PRE,45,1.663285948
73078,16,350,GO,M,BRA,35,1.692557848
73079,8,788,GO,M,PAR,49,1.749816697
73080,1,3000,GO,F,PRE,54,1.724132913
73081,7,25000,GO,M,BRA,46,1.708562494
73082,5,200,GO,F,PAR,53,0.186461034
73083,12,900,GO,M,PAR,23,1.796689509
73084,12,1100,GO,M,BRA,24,1.717478787
73085,12,1500,GO,F,PRE,55,1.685130085
73086,1,788,GO,F,PAR,62,1.589224522
73087,10,3000,GO,M,PAR,50,1.601910215
73088,16,4500,GO,M,PAR,50,1.782394987
73089,6,400,GO,M,PAR,55,1.825957299
73090,3,1200,GO,M,PAR,44,1.690212456
73091,1,0,GO,F,PAR,48,1.619890117
73092,1,1500,GO,M,PAR,48,1.719611415
73093,6,1500,GO,M,PAR,57,1.765702333
73094,4,0,GO,F,PAR,72,1.673476516
73095,9,1182,GO,M,PAR,39,0.153182723
73096,1,1182,GO,M,PAR,37,1.700356308
73097,1,750,GO,M,PRE,53,1.771111984
73098,3,0,GO,F,PAR,69,1.865130562
73099,2,1118,GO,M,PAR,54,1.720240595
73100,3,788,GO,M,BRA,49,1.828370622
73101,6,1576,GO,M,BRA,39,0.017649609
73102,11,1500,GO,M,PAR,68,1.793909346
73103,16,900,GO,F,PAR,29,0.165966746
73104,12,788,GO,F,BRA,43,1.581205879
73105,9,788,GO,F,PAR,39,1.685791665
73106,10,1900,GO,M,PAR,35,1.680436727
73107,12,1500,GO,M,BRA,56,1.651153489
73108,12,700,GO,M,PAR,33,0.170643384
73109,7,1350,GO,M,PAR,42,1.821338417
73110,3,788,GO,F,PAR,42,1.759848096
73111,5,788,GO,M,PAR,43,0.173470889
73112,16,700,GO,F,BRA,79,1.766341537
73113,7,960,GO,M,PAR,39,1.730579588
73114,9,788,GO,M,PAR,33,1.741269123
73115,1,935,GO,M,PRE,51,1.771108392
73116,1,1500,GO,M,PAR,69,1.623774586
73117,4,1182,GO,M,BRA,43,1.690725978
73118,3,300,GO,M,BRA,43,1.676413976
73119,8,550,GO,M,PAR,36,1.652222578
73120,16,1100,GO,F,PAR,41,0.162520646
73121,8,900,GO,F,BRA,42,1.728810857
73122,16,3000,GO,M,BRA,52,1.722452622
73123,1,788,GO,M,BRA,64,1.732767016
73124,16,2000,GO,M,PAR,47,1.620780307
73125,4,788,GO,M,PAR,70,1.723644022
73126,12,1980,GO,M,BRA,42,0.167149156
73127,14,788,GO,F,BRA,57,1.815606065
73128,16,26000,GO,F,BRA,54,1.660633809
73129,6,1600,GO,M,PAR,41,1.661817664
73130,9,1500,GO,M,PAR,48,1.754326574
73131,16,5000,GO,M,BRA,43,0.017206224
73132,16,6500,GO,M,PRE,56,1.729781849
73133,8,1500,GO,M,BRA,43,1.701707358
73134,16,1800,GO,M,PAR,32,1.855285458
73135,9,1800,GO,M,BRA,68,1.636089168
73136,16,2160,GO,F,BRA,45,1.868819513
73137,9,870,GO,M,BRA,45,1.731609418
73138,16,2000,GO,F,PAR,50,1.557531521
73139,11,1200,GO,M,PAR,28,0.187015829
73140,16,2000,GO,F,BRA,39,1.674071369
73141,6,1500,GO,M,BRA,49,1.760243509
73142,6,1400,GO,M,BRA,36,1.799312864
73143,8,788,GO,F,PAR,49,1.699912376
73144,8,3000,GO,M,BRA,59,0.162304511
73145,6,788,GO,F,BRA,34,1.713838474
73146,9,1600,GO,M,PAR,33,1.883466838
73147,12,4000,GO,M,PAR,32,1.558229402
73148,4,788,GO,M,BRA,57,1.830614672
73149,15,1440,GO,M,BRA,28,1.683300682
73150,3,500,GO,M,BRA,60,1.635931879
73151,1,1300,GO,M,BRA,66,1.700611644
73152,12,830,GO,F,BRA,37,1.759339424
73153,5,1200,GO,M,BRA,42,1.715297234
73154,7,2360,GO,M,BRA,43,1.700067391
73155,5,1000,GO,M,BRA,65,1.821847853
73156,14,3900,GO,M,BRA,32,1.706359417
73157,3,240,GO,F,BRA,42,1.743305208
73158,6,2000,GO,M,BRA,61,0.172405554
73159,9,1200,GO,M,BRA,22,1.675090215
73160,12,5000,GO,M,BRA,45,1.810403759
73161,12,2100,GO,M,PAR,46,1.525525627
73162,1,2000,GO,M,PRE,60,0.176469986
73163,9,5000,GO,M,BRA,49,1.743944012
73164,13,1200,GO,M,BRA,36,1.664647285
73165,12,2500,GO,F,PAR,48,1.880421587
73166,4,600,GO,F,BRA,60,1.633397722
73167,1,1550,GO,M,PAR,52,1.765265138
73168,1,1700,GO,M,PAR,51,1.733384479
73169,12,788,GO,F,PRE,54,1.651791239
73170,5,1200,GO,M,PAR,52,1.678112883
73171,9,2000,GO,F,BRA,50,1.739884703
73172,8,2600,GO,M,BRA,64,0.179729868
73173,13,3000,GO,M,PRE,48,1.687962149
73174,10,1000,GO,M,PRE,26,1.724528599
73175,13,1500,GO,M,PAR,48,1.606947793
73176,1,1000,GO,M,PAR,58,0.170983828
73177,11,2000,GO,M,BRA,47,1.727700754
73178,5,1400,GO,M,PAR,51,1.707216131
73179,12,3000,GO,F,BRA,31,1.781639764
73180,12,900,GO,F,PAR,42,1.792048954
73181,12,1200,GO,F,PAR,34,1.655231611
73182,12,788,GO,F,BRA,30,1.776160897
73183,5,600,GO,F,PAR,51,1.719080687
73184,12,1300,GO,F,PAR,40,1.556135061
73185,9,640,GO,F,PAR,31,1.745903031
73186,3,1560,GO,F,BRA,57,1.545662576
73187,12,900,GO,M,PAR,31,1.691720938
73188,6,788,GO,M,PAR,42,1.640564841
73189,5,3000,GO,M,BRA,78,0.165055829
73190,12,2500,GO,M,PAR,38,1.792941025
73191,7,1000,GO,M,PAR,58,1.802088187
73192,16,1000,GO,M,PAR,47,1.712744967
73193,16,6000,GO,M,PAR,49,1.649995313
73194,9,1500,GO,M,PAR,24,1.724298249
73195,12,3000,GO,F,BRA,49,1.756256081
73196,10,2500,GO,M,PAR,29,1.685290228
73197,6,1500,GO,M,PAR,36,1.792794061
73198,16,788,GO,M,PAR,48,1.740924366
73199,12,1200,GO,F,PAR,33,1.649936593
73200,3,788,GO,M,PAR,65,1.744536574
73201,14,788,GO,F,PRE,52,1.787683997
73202,6,1200,GO,M,BRA,37,1.687701164
73203,6,2000,GO,M,PAR,21,1.680760797
73204,9,400,GO,F,PAR,27,1.768890689
73205,7,3000,GO,M,BRA,46,1.791212931
73206,12,788,GO,F,BRA,31,1.597272433
73207,15,1800,GO,F,BRA,53,1.752451679
73208,6,10000,GO,M,PAR,67,1.843824652
73209,9,600,GO,F,PRE,64,1.685420236
73210,9,1000,GO,F,PAR,51,1.609958784
73211,6,500,GO,F,BRA,43,1.706830239
73212,16,2300,GO,M,BRA,37,1.623426527
73213,4,788,GO,M,PAR,46,1.640360419
73214,12,2500,GO,F,PAR,51,0.181450139
73215,5,1000,GO,F,PAR,66,1.765541142
73216,16,1600,GO,M,BRA,53,1.730988442
73217,5,900,GO,M,BRA,56,1.680745318
73218,12,3500,GO,M,BRA,56,0.164456246
73219,2,788,GO,M,PAR,58,1.608485589
73220,1,900,GO,F,BRA,45,1.655652593
73221,1,2000,GO,M,PAR,52,1.667112807
73222,16,3000,GO,F,PAR,44,1.628360899
73223,5,1000,GO,M,PRE,35,1.640155064
73224,1,788,GO,M,PRE,35,1.718628012
73225,12,5000,GO,M,AME,63,1.750587661
73226,1,1800,GO,M,PRE,50,1.735136602
73227,10,1500,GO,M,PAR,30,1.776769353
73228,5,600,GO,F,PAR,40,1.679234362
73229,2,788,GO,M,PAR,38,1.593004329
73230,8,1300,GO,M,BRA,41,1.644236562
73231,12,2500,GO,M,BRA,32,1.661582969
73232,5,1800,GO,M,PRE,37,1.682541738
73233,8,2000,GO,F,PAR,41,1.772898104
73234,5,0,GO,M,PAR,71,0.173113734
73235,1,788,GO,M,PAR,48,0.165612445
73236,1,788,GO,M,BRA,64,1.639907086
73237,1,1172,GO,M,PAR,50,1.639558182
73238,5,900,GO,M,BRA,35,1.728568497
73239,6,1100,GO,M,BRA,37,1.776949363
73240,7,788,GO,F,PRE,38,0.168724708
73241,12,978,GO,F,PAR,28,1.766013108
73242,5,2000,GO,M,BRA,48,1.749170518
73243,9,1600,GO,M,BRA,23,1.646639053
73244,5,788,GO,F,PAR,30,1.685898233
73245,16,7500,GO,M,BRA,50,1.705183418
73246,6,1600,GO,M,PAR,36,1.676740904
73247,16,4500,GO,M,BRA,31,1.836986636
73248,6,2000,GO,M,PRE,44,1.580913372
73249,12,2300,GO,M,PAR,46,1.667840334
73250,6,1000,GO,M,PAR,41,1.625821513
73251,5,1600,GO,M,BRA,57,1.710966861
73252,4,1110,GO,M,PAR,67,1.683249246
73253,5,800,GO,F,PAR,60,1.664770189
73254,9,1500,GO,M,PRE,47,1.898467678
73255,5,1300,GO,F,PRE,39,1.710473791
73256,5,2000,GO,M,PAR,66,1.789858561
73257,5,500,GO,F,PAR,56,1.650704592
73258,8,788,GO,F,PAR,40,1.733239295
73259,12,1550,GO,M,BRA,42,1.593830136
73260,9,788,GO,M,PAR,53,1.641992534
73261,4,788,GO,M,BRA,45,1.704879863
73262,3,2300,GO,M,PAR,61,1.771794626
73263,6,1400,GO,M,BRA,21,1.743573716
73264,3,788,GO,F,PAR,38,1.587117568
73265,4,1200,GO,M,PAR,45,1.775368848
73266,4,2100,GO,M,PAR,39,1.622432016
73267,9,1200,GO,M,PAR,24,1.648537624
73268,10,1000,GO,M,PAR,33,1.592327537
73269,10,2005,GO,M,PAR,24,1.717390507
73270,15,2048,GO,M,PAR,32,1.697712441
73271,5,3500,GO,M,PAR,55,1.623623564
73272,1,200,GO,M,BRA,80,1.672339114
73273,7,788,GO,F,PAR,45,1.677431303
73274,11,1200,GO,M,BRA,27,1.712189566
73275,4,1200,GO,M,PAR,19,1.627284263
73276,12,1200,GO,M,BRA,29,1.680016137
73277,12,1100,GO,M,PAR,32,1.688523957
73278,9,1500,GO,M,PAR,50,1.609036328
73279,5,500,GO,M,PAR,62,1.681678995
73280,11,200,GO,F,PRE,47,1.776748218
73281,12,395,GO,F,BRA,64,1.689596934
73282,9,150,GO,F,PRE,51,1.590425386
73283,14,0,GO,F,PAR,56,1.766940054
73284,5,0,GO,F,BRA,76,1.549147395
73285,4,500,GO,M,BRA,62,1.671757441
73286,12,1000,GO,M,BRA,38,0.166561442
73287,11,300,GO,F,PAR,50,1.742534056
73288,9,1500,GO,F,PRE,52,1.641076308
73289,10,1740,GO,M,BRA,41,1.804015117
73290,12,1300,GO,M,PRE,33,1.691541247
73291,7,788,GO,M,PAR,46,1.677417988
73292,5,900,GO,M,BRA,61,0.168412806
73293,1,700,GO,M,BRA,81,1.728562565
73294,12,4100,GO,M,PRE,63,1.758307251
73295,12,4500,GO,M,BRA,45,1.614729898
73296,9,900,GO,M,PAR,40,1.571600592
73297,3,1100,GO,M,PRE,52,1.767603593
73298,12,1700,GO,M,PAR,30,1.796552218
73299,12,600,GO,M,PRE,35,1.755547889
73300,6,650,GO,M,BRA,24,1.588574138
73301,5,788,GO,M,PAR,49,1.660517246
73302,12,5000,GO,M,BRA,52,1.743880254
73303,9,1000,GO,M,BRA,50,1.707298048
73304,1,995,GO,F,PAR,57,1.795716478
73305,3,1000,GO,M,BRA,59,1.715183642
73306,6,1000,GO,M,PAR,46,1.680752933
73307,5,1000,GO,M,PAR,54,1.640392495
73308,9,1100,GO,M,PAR,58,1.645481572
73309,12,788,GO,M,PAR,50,1.862843349
73310,1,500,GO,M,BRA,57,1.669448141
73311,1,0,GO,F,BRA,68,1.669701055
73312,7,500,GO,M,BRA,57,1.659231704
73313,5,1500,GO,M,PAR,61,1.687622051
73314,9,2000,GO,M,BRA,57,1.678606492
73315,7,700,GO,M,BRA,43,0.169341395
73316,6,2000,GO,M,PAR,47,1.706570145
73317,6,420,GO,M,PAR,35,1.577498127
73318,8,0,GO,F,PAR,38,1.693375868
73319,9,900,GO,F,PAR,55,1.672395692
73320,1,0,GO,F,PAR,67,1.678056487
73321,1,0,GO,M,BRA,70,1.699164928
73322,13,900,GO,F,PAR,48,1.596142793
73323,9,0,GO,M,PAR,45,1.774567315
73324,12,1576,GO,M,BRA,38,1.754120451
73325,9,1200,GO,M,PAR,51,1.798334004
73326,9,1000,GO,M,PAR,47,1.599514029
73327,5,950,GO,M,PRE,48,1.648625142
73328,16,2000,GO,F,PAR,55,1.719253445
73329,9,5500,GO,M,PAR,38,1.735225945
